County & State,FIPS,2017,2018,2019,2020,2021
"Bristol County,  Massachusetts",25005,300083,321599,333782,347038,371462
"Hampden County,  Massachusetts",25013,209021,219346,228074,237528,252132
"Bay County,  Michigan",26017,97301,108136,106486,118414,125899
"Genesee County,  Michigan",26049,109204,118236,125254,136611,145380
"Monroe County,  Michigan",26115,158026,176566,174357,182637,191069
"Alcona County,  Michigan",26001,112178,101025,106097,117315,124778
"Alger County,  Michigan",26003,133922,125229,131293,142663,151738
"Allegan County,  Michigan",26005,165485,168376,180939,198179,210785
"Alpena County,  Michigan",26007,107345,98920,101632,101079,107509
"Antrim County,  Michigan",26009,161881,159431,167544,168117,178811
"Arenac County,  Michigan",26011,100672,93553,95679,98880,105169
"Baraga County,  Michigan",26013,101362,97973,109180,107050,113860
"Benzie County,  Michigan",26019,172580,170691,182853,194303,206663
"Branch County,  Michigan",26023,109531,102814,110668,115011,122327
"Charlevoix County,  Michigan",26029,176033,167113,173179,174192,185273
"Cheboygan County,  Michigan",26031,129320,123019,132994,137112,145834
"Chippewa County,  Michigan",26033,122303,116916,119386,124752,132688
"Clare County,  Michigan",26035,91813,89449,93978,95423,101493
"Crawford County,  Michigan",26039,111372,96710,107798,109983,116979
"Delta County,  Michigan",26041,117240,111443,117472,119724,127340
"Dickinson County,  Michigan",26043,99291,96921,105885,106631,113414
"Emmet County,  Michigan",26047,187653,180057,189550,195769,208223
"Gladwin County,  Michigan",26051,112868,105761,111306,115220,122549
"Gogebic County,  Michigan",26053,79157,73769,74311,70284,74755
"Grand Traverse County,  Michigan",26055,192180,208365,234094,253275,269387
"Gratiot County,  Michigan",26057,102283,96921,100250,99927,106284
"Hillsdale County,  Michigan",26059,113559,111127,119067,125799,133802
"Houghton County,  Michigan",26061,107921,107760,113645,113858,121101
"Huron County,  Michigan",26063,106885,101236,103439,108831,115754
"Iosco County,  Michigan",26069,98256,93658,96848,96994,103164
"Iron County,  Michigan",26071,85600,80715,82709,81387,86564
"Isabella County,  Michigan",26073,136078,143224,147983,144340,153521
"Kalkaska County,  Michigan",26079,113098,110812,115027,121400,129122
"Keweenaw County,  Michigan",26083,117355,100815,120662,126847,134916
"Lake County,  Michigan",26085,91467,85029,89725,92176,98040
"Leelanau County,  Michigan",26089,278316,261929,272472,281137,299021
"Lenawee County,  Michigan",26091,134124,149223,150747,151148,160763
"Luce County,  Michigan",26095,85370,87555,89088,91338,97148
"Mackinac County,  Michigan",26097,139560,131648,143518,143082,152184
"Manistee County,  Michigan",26101,123223,122282,128529,131351,139706
"Marquette County,  Michigan",26103,166570,163009,166375,157747,167781
"Mason County,  Michigan",26105,137950,133227,146389,148110,157532
"Mecosta County,  Michigan",26107,127135,120704,125127,127161,135250
"Menominee County,  Michigan",26109,107460,100920,101845,106421,113191
"Midland County,  Michigan",26111,150293,147539,155425,159527,169676
"Missaukee County,  Michigan",26113,118735,112706,118429,124333,132242
"Montcalm County,  Michigan",26117,108266,106287,114177,119305,126894
"Montmorency County,  Michigan",26119,104928,98710,106310,107574,114417
"Oceana County,  Michigan",26127,119886,111864,119280,124437,132353
"Ogemaw County,  Michigan",26129,99981,94290,99293,102860,109403
"Ontonagon County,  Michigan",26131,79272,73138,72610,73322,77986
"Osceola County,  Michigan",26133,103894,96184,99400,103174,109737
"Oscoda County,  Michigan",26135,92734,87765,92277,94794,100825
"Otsego County,  Michigan",26137,140021,130596,144050,146120,155415
"Presque Isle County,  Michigan",26141,106885,102919,108755,110402,117425
"Roscommon County,  Michigan",26143,105159,98920,109180,113334,120544
"St. Joseph County,  Michigan",26149,121842,117021,122363,128104,136253
"Sanilac County,  Michigan",26151,109071,106603,113114,116477,123886
"Schoolcraft County,  Michigan",26153,102398,110496,116197,115115,122438
"Shiawassee County,  Michigan",26155,122730,140173,132994,144968,154190
"Tuscola County,  Michigan",26157,107806,103972,107692,108935,115865
"Wexford County,  Michigan",26165,105619,101551,106522,113439,120656
"Calhoun County,  Michigan",26025,108964,120502,113840,121960,131487
"Lapeer County,  Michigan",26087,172786,176329,201379,200614,212354
"Livingston County,  Michigan",26093,250522,270128,271038,288910,305816
"Macomb County,  Michigan",26099,166419,178690,185864,198401,210012
"Oakland County,  Michigan",26125,242815,261650,273254,278268,294552
"St. Clair County,  Michigan",26147,146314,166241,170349,178698,189156
"Wayne County,  Michigan",26163,103202,122776,127392,141505,149785
"Kalamazoo County,  Michigan",26077,160432,168215,171744,182185,192292
"Van Buren County,  Michigan",26159,131910,144548,157598,161930,170914
"Washtenaw County,  Michigan",26161,261463,275909,291488,304124,316900
"Cass County,  Michigan",26027,138571,137173,142711,152020,160480
"Berrien County,  Michigan",26021,154971,155258,161603,166411,174483
"Saginaw County,  Michigan",26145,96741,110276,112743,114363,120661
"Barry County,  Michigan",26015,175676,157316,162577,167851,180070
"Ionia County,  Michigan",26067,143461,125810,129344,139664,149831
"Kent County,  Michigan",26081,175720,186995,199502,213523,229067
"Newaygo County,  Michigan",26123,132376,112369,117317,128538,137895
"Clinton County,  Michigan",26037,171684,188566,185083,201481,213278
"Eaton County,  Michigan",26045,161506,166100,175966,177919,188336
"Ingham County,  Michigan",26065,137280,143101,151268,153519,162508
"Jackson County,  Michigan",26075,139266,138586,146229,151053,158919
"Muskegon County,  Michigan",26121,119464,130614,133214,140254,148569
"Clay County,  Minnesota",27027,196024,177145,187809,201410,207095
"Houston County,  Minnesota",27055,182749,172566,174371,178843,186680
"Blue Earth County,  Minnesota",27013,182673,195920,200165,204527,213643
"Nicollet County,  Minnesota",27103,192763,187897,189943,199232,208112
"Polk County,  Minnesota",27119,168006,152469,164694,167433,170969
"Aitkin County,  Minnesota",27001,186133,177419,182385,191162,201278
"Becker County,  Minnesota",27005,195753,190832,196189,207023,217978
"Beltrami County,  Minnesota",27007,166446,160442,164188,169667,178645
"Big Stone County,  Minnesota",27011,106153,101651,102382,102155,107560
"Brown County,  Minnesota",27015,140383,141788,142018,148067,155902
"Cass County,  Minnesota",27021,192398,187270,191065,202641,213363
"Chippewa County,  Minnesota",27023,112530,109511,119847,124902,131512
"Clearwater County,  Minnesota",27029,129980,128689,129468,143163,150738
"Cook County,  Minnesota",27031,271145,252977,264479,250535,263792
"Cottonwood County,  Minnesota",27033,97541,93687,94957,98294,103495
"Crow Wing County,  Minnesota",27035,199556,197120,203301,205458,216329
"Douglas County,  Minnesota",27041,210742,206657,219406,224136,235996
"Faribault County,  Minnesota",27043,95750,90648,92552,93390,98331
"Fillmore County,  Minnesota",27045,156714,155412,159901,160484,168976
"Freeborn County,  Minnesota",27047,117228,110140,116501,118746,125029
"Goodhue County,  Minnesota",27049,200451,200579,205079,212971,224240
"Grant County,  Minnesota",27051,113537,109930,110540,123859,130413
"Hubbard County,  Minnesota",27057,194970,191462,198176,202014,212703
"Itasca County,  Minnesota",27061,173940,163586,166280,171232,180293
"Jackson County,  Minnesota",27063,116445,119571,125494,130328,137225
"Kanabec County,  Minnesota",27065,153582,154259,159587,171023,180073
"Kandiyohi County,  Minnesota",27067,179869,175009,176110,176241,185566
"Kittson County,  Minnesota",27069,81209,75243,77493,87860,92508
"Koochiching County,  Minnesota",27071,113425,113493,111167,113111,119096
"Lac qui Parle County,  Minnesota",27073,92843,84989,89519,92451,97342
"Lake County,  Minnesota",27075,176401,173751,178202,182293,191939
"Lake of the Woods County,  Minnesota",27077,130875,134557,159378,168937,177876
"Le Sueur County,  Minnesota",27079,197431,199845,206647,216414,227866
"Lincoln County,  Minnesota",27081,103469,99870,98618,107581,113273
"Lyon County,  Minnesota",27083,149555,142417,147560,155371,163593
"McLeod County,  Minnesota",27085,165887,157612,165130,171858,180952
"Mahnomen County,  Minnesota",27087,108838,101966,99245,109355,115141
"Marshall County,  Minnesota",27089,104588,109511,116605,122085,128545
"Martin County,  Minnesota",27091,117899,117790,120161,123442,129973
"Meeker County,  Minnesota",27093,175842,169350,173078,177597,186995
"Mille Lacs County,  Minnesota",27095,157610,158660,164398,170398,179414
"Morrison County,  Minnesota",27097,171479,166729,172764,177493,186885
"Mower County,  Minnesota",27099,124946,120200,126017,129285,136126
"Murray County,  Minnesota",27101,110293,112865,118488,125320,131951
"Nobles County,  Minnesota",27105,119578,123973,126436,132624,139642
"Norman County,  Minnesota",27107,93067,92744,97676,105077,110637
"Otter Tail County,  Minnesota",27111,184455,179095,187719,197319,207759
"Pennington County,  Minnesota",27113,128861,139692,148606,161841,170405
"Pine County,  Minnesota",27115,157944,158870,164607,171650,180732
"Pipestone County,  Minnesota",27117,103246,95573,102173,101738,107121
"Pope County,  Minnesota",27121,168795,171445,172555,181876,191499
"Red Lake County,  Minnesota",27125,109397,112445,118801,121041,127446
"Redwood County,  Minnesota",27127,103581,102071,105415,110920,116789
"Renville County,  Minnesota",27129,107049,104900,107402,110920,116789
"Rice County,  Minnesota",27131,197360,215145,228086,256587,270164
"Rock County,  Minnesota",27133,143515,140006,143377,159650,168097
"Roseau County,  Minnesota",27135,126625,124182,131455,138572,145904
"Sibley County,  Minnesota",27143,146871,149648,157914,166119,174909
"Steele County,  Minnesota",27147,168348,161700,165757,176658,186006
"Stevens County,  Minnesota",27149,147094,158032,161156,167058,175898
"Swift County,  Minnesota",27151,103358,106996,107821,108624,114372
"Todd County,  Minnesota",27153,146982,147762,156136,160067,168537
"Traverse County,  Minnesota",27155,79308,83627,85754,84938,89432
"Wadena County,  Minnesota",27159,127855,124602,129364,137737,145025
"Waseca County,  Minnesota",27161,158616,154888,157600,165806,174580
"Watonwan County,  Minnesota",27165,104476,99032,98618,101111,106461
"Wilkin County,  Minnesota",27167,128414,119886,131351,146085,153815
"Winona County,  Minnesota",27169,172151,165996,168476,174571,183808
"Yellow Medicine County,  Minnesota",27173,108279,103852,106461,114781,120854
"Benton County,  Minnesota",27009,176817,172100,175717,183732,193007
"Stearns County,  Minnesota",27145,185744,188718,204389,213251,224016
"Carlton County,  Minnesota",27017,176247,169297,174178,179332,188103
"St. Louis County,  Minnesota",27137,158496,163786,168938,176717,185359
"Anoka County,  Minnesota",27003,227150,245499,258980,274361,288568
"Carver County,  Minnesota",27019,322857,336908,351562,350747,368909
"Chisago County,  Minnesota",27025,233246,220404,230041,242237,254780
"Dakota County,  Minnesota",27037,262224,284049,292846,304497,320264
"Hennepin County,  Minnesota",27053,276718,293553,303960,320193,336772
"Isanti County,  Minnesota",27059,200012,184632,195021,205927,216591
"Ramsey County,  Minnesota",27123,229695,246781,252584,259921,273380
"Scott County,  Minnesota",27139,304379,313094,324196,354200,372541
"Sherburne County,  Minnesota",27141,219738,261624,252374,267141,280973
"Washington County,  Minnesota",27163,295086,308182,312873,332958,350199
"Wright County,  Minnesota",27171,233567,244431,265690,278023,292420
"Dodge County,  Minnesota",27039,189389,176580,180179,193683,203498
"Olmsted County,  Minnesota",27109,205702,236527,236795,254557,267459
"Wabasha County,  Minnesota",27157,190344,175949,178836,193683,203498
"Forrest County,  Mississippi",28035,113428,134886,137859,120445,127521
"Lamar County,  Mississippi",28073,182838,173881,175046,184510,195348
"Perry County,  Mississippi",28111,84839,83442,85982,90023,95311
"Copiah County,  Mississippi",28029,90688,95119,102216,97036,100753
"Hinds County,  Mississippi",28049,123507,127873,132286,130366,135360
"Madison County,  Mississippi",28089,215877,233741,230848,231683,240557
"Rankin County,  Mississippi",28121,161621,162249,176764,173278,179916
"Simpson County,  Mississippi",28127,84570,88020,87912,89595,93027
"DeSoto County,  Mississippi",28033,175219,181400,181835,199841,211592
"Marshall County,  Mississippi",28093,96694,99685,114977,114331,121054
"Tate County,  Mississippi",28137,125657,113534,125411,126304,133731
"Tunica County,  Mississippi",28143,91221,101482,108164,113483,120156
"Adams County,  Mississippi",28001,93118,92934,97430,94705,98286
"Alcorn County,  Mississippi",28003,92248,88123,97010,105604,109598
"Amite County,  Mississippi",28005,77888,79321,79267,85964,89215
"Attala County,  Mississippi",28007,80064,74408,79792,82982,86120
"Benton County,  Mississippi",28009,79194,71952,72232,80206,83239
"Bolivar County,  Mississippi",28011,92574,91193,99425,98817,102554
"Calhoun County,  Mississippi",28013,66684,68164,71078,72494,75235
"Carroll County,  Mississippi",28015,87897,93036,93755,101800,105649
"Chickasaw County,  Mississippi",28017,68968,65299,69293,68380,70967
"Choctaw County,  Mississippi",28019,76475,79014,85671,83702,86867
"Claiborne County,  Mississippi",28021,58525,62433,66143,69409,72034
"Clarke County,  Mississippi",28023,71035,73691,83676,87301,90602
"Clay County,  Mississippi",28025,88006,83108,91760,92442,95938
"Coahoma County,  Mississippi",28027,67336,63866,70553,70231,72887
"Covington County,  Mississippi",28031,78106,79423,82521,79280,82278
"Franklin County,  Mississippi",28037,79629,76455,80317,78766,81745
"Greene County,  Mississippi",28041,93771,82596,84936,79897,82919
"Grenada County,  Mississippi",28043,100733,95390,104674,107969,112052
"Holmes County,  Mississippi",28051,56023,51788,58899,62108,64457
"Humphreys County,  Mississippi",28053,65813,65708,72337,71054,73741
"Issaquena County,  Mississippi",28055,62006,51379,60369,81440,84519
"Itawamba County,  Mississippi",28057,91051,89044,93965,90077,93484
"Jasper County,  Mississippi",28061,76039,68881,77062,81234,84306
"Jefferson County,  Mississippi",28063,65813,58441,65408,65193,67658
"Jefferson Davis County,  Mississippi",28065,89528,82493,88401,97275,100954
"Jones County,  Mississippi",28067,96582,88839,119583,107866,111946
"Kemper County,  Mississippi",28069,71796,72566,74752,75682,78543
"Lafayette County,  Mississippi",28071,173182,181466,198009,205348,213113
"Lauderdale County,  Mississippi",28075,91455,100302,112758,125450,130195
"Lawrence County,  Mississippi",28077,94423,91193,97850,97481,101168
"Leake County,  Mississippi",28079,82675,82698,82416,85656,88895
"Lee County,  Mississippi",28081,141996,135409,142050,149203,154846
"Leflore County,  Mississippi",28083,76147,77888,83676,83496,86654
"Lincoln County,  Mississippi",28085,92791,97027,104569,102314,106183
"Lowndes County,  Mississippi",28087,125861,126299,138376,137995,143214
"Marion County,  Mississippi",28091,85286,80344,89346,91517,94978
"Monroe County,  Mississippi",28095,86047,89146,92600,94293,97859
"Montgomery County,  Mississippi",28097,81805,79730,83991,87198,90496
"Neshoba County,  Mississippi",28099,84633,82289,85461,85347,88575
"Newton County,  Mississippi",28101,83327,82186,87141,88021,91349
"Noxubee County,  Mississippi",28103,66684,58748,63833,61388,63710
"Oktibbeha County,  Mississippi",28105,154580,149840,169137,167507,173842
"Panola County,  Mississippi",28107,84742,75534,81262,85656,88895
"Pearl River County,  Mississippi",28109,124121,125788,135016,142108,147482
"Pike County,  Mississippi",28113,90616,89556,95960,98200,101914
"Pontotoc County,  Mississippi",28115,88658,104499,107824,109512,113653
"Prentiss County,  Mississippi",28117,84959,92627,96380,95322,98926
"Quitman County,  Mississippi",28119,58851,52607,54909,52339,54318
"Scott County,  Mississippi",28123,73972,73180,72128,73316,76089
"Sharkey County,  Mississippi",28125,67445,52300,64883,66221,68725
