,County & State,FIPS,2017,2018,2019,2020,2021
1896,"Craven County,  North Carolina",37049,165291,167640,180447,160345,169970
1897,"Dare County,  North Carolina",37055,302969,299357,308357,303271,321474
1898,"Davidson County,  North Carolina",37057,141587,147052,162005,162339,172083
1899,"Duplin County,  North Carolina",37061,93969,93273,93279,94654,100335
1900,"Gates County,  North Carolina",37073,154264,149678,154393,154994,164297
1901,"Graham County,  North Carolina",37075,129035,131087,127803,128339,136042
1902,"Granville County,  North Carolina",37077,152447,153460,160183,163703,173529
1903,"Halifax County,  North Carolina",37083,92580,90857,92314,90561,95997
1904,"Harnett County,  North Carolina",37085,151595,158292,166616,172518,182873
1905,"Hertford County,  North Carolina",37091,88732,91172,91564,92975,98555
1906,"Hyde County,  North Carolina",37095,96856,85080,116116,148487,157400
1907,"Jackson County,  North Carolina",37099,183771,186126,206179,205784,218135
1908,"Jones County,  North Carolina",37103,100384,97370,95102,93395,99001
1909,"Lee County,  North Carolina",37105,146353,145372,148281,151321,160403
1910,"Lenoir County,  North Carolina",37107,98887,98210,102607,100216,106231
1911,"McDowell County,  North Carolina",37111,105194,115961,122120,125086,132594
1912,"Macon County,  North Carolina",37113,177035,170161,177766,173778,184208
1913,"Martin County,  North Carolina",37117,91403,87286,94780,97068,102894
1914,"Mitchell County,  North Carolina",37121,150843,147683,160933,165173,175086
1915,"Montgomery County,  North Carolina",37123,97177,111234,116116,123512,130926
1916,"Moore County,  North Carolina",37125,215857,245578,238344,243981,258625
1917,"Northampton County,  North Carolina",37131,88197,86026,89098,87414,92660
1918,"Pamlico County,  North Carolina",37137,161213,158187,165651,163703,173529
1919,"Pasquotank County,  North Carolina",37139,169765,166905,170154,171154,181427
1920,"Perquimans County,  North Carolina",37143,177249,173837,182162,180809,191661
1921,"Polk County,  North Carolina",37149,203868,215852,227622,236845,251061
1922,"Richmond County,  North Carolina",37153,84027,84030,85881,87308,92549
1923,"Robeson County,  North Carolina",37155,82171,80983,84594,77235,81870
1924,"Rutherford County,  North Carolina",37161,108192,130771,131984,134006,142049
1925,"Sampson County,  North Carolina",37163,93648,92117,95209,93710,99334
1926,"Scotland County,  North Carolina",37165,84562,89492,90599,89722,95107
1927,"Stanly County,  North Carolina",37167,137052,139700,143778,145759,154508
1928,"Surry County,  North Carolina",37171,131896,131612,131984,141771,150281
1929,"Swain County,  North Carolina",37173,135449,128461,132092,145969,154730
1930,"Transylvania County,  North Carolina",37175,205258,212281,226550,232858,246834
1931,"Tyrrell County,  North Carolina",37177,105622,118797,117832,120469,127699
1932,"Vance County,  North Carolina",37181,104660,100310,104751,106407,112794
1933,"Warren County,  North Carolina",37185,103057,98630,101856,99271,105230
1934,"Washington County,  North Carolina",37187,88410,90332,91135,89617,94996
1935,"Watauga County,  North Carolina",37189,247699,252826,256678,249753,264743
1936,"Wilkes County,  North Carolina",37193,132738,142221,116867,144920,153618
1937,"Wilson County,  North Carolina",37195,122730,129511,130591,145024,153729
1938,"Yancey County,  North Carolina",37199,150202,146842,160611,164858,174753
1939,"Alexander County,  North Carolina",37003,133813,139300,142311,143607,151823
1940,"Burke County,  North Carolina",37023,126300,132219,130106,149183,157719
1941,"Caldwell County,  North Carolina",37027,111756,126617,133484,137926,145817
1942,"Catawba County,  North Carolina",37035,134358,151349,168245,161597,170843
1943,"Davie County,  North Carolina",37059,182508,180731,181680,181662,192280
1944,"Forsyth County,  North Carolina",37067,159435,166379,171686,179137,189606
1945,"Stokes County,  North Carolina",37169,126559,131721,135287,144193,152621
1946,"Yadkin County,  North Carolina",37197,134105,135336,132341,140089,148276
1947,"Anson County,  North Carolina",37007,95680,90298,94034,96456,103432
1948,"Cabarrus County,  North Carolina",37025,194479,224397,231346,266312,285573
1949,"Gaston County,  North Carolina",37071,145916,152546,161847,175778,188492
1950,"Iredell County,  North Carolina",37097,193111,199584,210602,220304,236238
1951,"Lincoln County,  North Carolina",37109,173617,181459,190278,213853,229320
1952,"Mecklenburg County,  North Carolina",37119,232212,252555,266411,287147,307915
1953,"Rowan County,  North Carolina",37159,138506,140248,144262,167846,179985
1954,"Union County,  North Carolina",37179,247145,250613,284207,289368,310296
1955,"Chatham County,  North Carolina",37037,242080,300520,332875,310998,326997
1956,"Durham County,  North Carolina",37063,214401,246136,243142,260106,273487
1957,"Orange County,  North Carolina",37135,305565,303012,341108,357502,375893
1958,"Person County,  North Carolina",37145,135447,128376,122040,128642,135260
1959,"Franklin County,  North Carolina",37069,158099,167833,139115,180476,191386
1960,"Johnston County,  North Carolina",37101,167196,169107,179445,211096,223856
1961,"Wake County,  North Carolina",37183,286413,292992,316255,331065,351078
1962,"Currituck County,  North Carolina",37053,244720,250671,266164,269991,284663
1963,"Cumberland County,  North Carolina",37051,130894,138519,141512,145871,152125
1964,"Hoke County,  North Carolina",37093,141433,139737,141818,148646,155018
1965,"Buncombe County,  North Carolina",37021,230643,258563,270212,287060,306952
1966,"Haywood County,  North Carolina",37087,198649,189426,184484,187308,200288
1967,"Henderson County,  North Carolina",37089,216850,227656,239430,262982,281206
1968,"Madison County,  North Carolina",37115,196925,185441,189527,202735,216784
1969,"Edgecombe County,  North Carolina",37065,85276,85294,93256,88474,94676
1970,"Nash County,  North Carolina",37127,123984,133729,144152,134105,143505
1971,"Alamance County,  North Carolina",37001,148622,161562,157969,172146,185361
1972,"Greene County,  North Carolina",37079,93106,87791,90635,92442,98237
1973,"Pitt County,  North Carolina",37147,146390,154480,154365,162453,172636
1974,"Burleigh County,  North Dakota",38015,252132,267141,283238,279588,287644
1975,"Morton County,  North Dakota",38059,197954,188404,207749,211850,217954
1976,"Cass County,  North Dakota",38017,218396,230053,235966,249131,256164
1977,"Adams County,  North Dakota",38001,145454,147773,156403,123276,124750
1978,"Barnes County,  North Dakota",38003,112579,119523,124870,143822,145541
1979,"Benson County,  North Dakota",38005,73361,70265,77361,79438,80387
1980,"Billings County,  North Dakota",38007,167601,188973,190879,202816,205240
1981,"Bottineau County,  North Dakota",38009,134727,143285,157034,152671,154496
1982,"Bowman County,  North Dakota",38011,155720,152565,156929,151145,152952
1983,"Burke County,  North Dakota",38013,126999,117586,120350,116360,117751
1984,"Cavalier County,  North Dakota",38019,100006,97393,103638,106290,107560
1985,"Dickey County,  North Dakota",38021,106120,112588,110680,120123,121559
1986,"Divide County,  North Dakota",38023,115809,153789,167439,153790,155628
1987,"Dunn County,  North Dakota",38025,168870,172146,198762,195798,198138
1988,"Eddy County,  North Dakota",38027,79013,75670,87766,89202,90268
1989,"Emmons County,  North Dakota",38029,92163,94028,106896,98662,99841
1990,"Foster County,  North Dakota",38031,111080,128090,134330,145958,147703
1991,"Golden Valley County,  North Dakota",38033,123422,122276,126131,118190,119603
1992,"Grant County,  North Dakota",38037,86626,81382,81670,83201,84196
1993,"Griggs County,  North Dakota",38039,96430,93619,103218,99272,100458
1994,"Hettinger County,  North Dakota",38041,110388,110345,116672,113105,114457
1995,"Kidder County,  North Dakota",38043,101045,106469,110260,116360,117751
1996,"LaMoure County,  North Dakota",38045,98277,92906,108473,109545,110854
1997,"Logan County,  North Dakota",38047,81897,80566,88607,88287,89342
1998,"McHenry County,  North Dakota",38049,124230,119013,129495,119106,120530
1999,"McIntosh County,  North Dakota",38051,72438,73733,80514,78421,79358
2000,"McKenzie County,  North Dakota",38053,228851,217835,222727,242687,245588
2001,"McLean County,  North Dakota",38055,150529,162458,171329,177387,179508
2002,"Mercer County,  North Dakota",38057,157566,169495,184152,180846,183007
2003,"Mountrail County,  North Dakota",38061,152605,173166,176479,168539,170553
2004,"Nelson County,  North Dakota",38063,84434,80260,89553,85744,86769
2005,"Oliver County,  North Dakota",38065,138763,175206,186675,193865,196182
2006,"Pembina County,  North Dakota",38067,88702,87195,94283,94898,96033
2007,"Pierce County,  North Dakota",38069,112926,112588,120666,130803,132366
2008,"Ramsey County,  North Dakota",38071,118117,132985,159872,167521,169524
2009,"Ransom County,  North Dakota",38073,119500,122991,129495,123785,125264
2010,"Renville County,  North Dakota",38075,136111,128396,147574,137007,138645
2011,"Richland County,  North Dakota",38077,117655,118299,130651,130091,131646
2012,"Rolette County,  North Dakota",38079,79590,75161,85559,85439,86460
2013,"Sargent County,  North Dakota",38081,89856,98311,110785,112087,113427
2014,"Sheridan County,  North Dakota",38083,80282,86583,87661,85846,86872
2015,"Sioux County,  North Dakota",38085,76360,77812,87241,85235,86254
2016,"Slope County,  North Dakota",38087,116616,91070,94073,103544,104781
2017,"Stark County,  North Dakota",38089,237848,232724,250266,243094,246000
2018,"Steele County,  North Dakota",38091,86396,73427,82301,86761,87798
2019,"Stutsman County,  North Dakota",38093,128267,133495,153565,158164,160054
2020,"Towner County,  North Dakota",38095,81204,74447,77886,71403,72256
2021,"Traill County,  North Dakota",38097,121808,129721,146523,153180,155011
2022,"Walsh County,  North Dakota",38099,86973,85359,89974,92661,93768
2023,"Ward County,  North Dakota",38101,219486,210696,214844,224277,226958
2024,"Wells County,  North Dakota",38103,85011,85869,102902,96424,97576
2025,"Williams County,  North Dakota",38105,232312,243636,269080,251638,254646
2026,"Grand Forks County,  North Dakota",38035,209082,204924,216747,217967,222570
2027,"Washington County,  Ohio",39167,123743,118072,133480,140564,144885
2028,"Clark County,  Ohio",39023,107312,127208,125854,126254,132321
2029,"Allen County,  Ohio",39003,120983,124728,125279,135920,144897
2030,"Lawrence County,  Ohio",39087,103525,102918,110371,110938,114344
2031,"Carroll County,  Ohio",39019,125076,122923,130770,133639,140764
2032,"Stark County,  Ohio",39151,133978,139250,144702,152761,160905
2033,"Adams County,  Ohio",39001,96631,102838,105448,111240,117061
2034,"Ashland County,  Ohio",39005,132799,128023,131441,135643,142742
2035,"Ashtabula County,  Ohio",39007,113114,118998,118602,135431,142520
2036,"Athens County,  Ohio",39009,131247,162022,124601,153602,161641
2037,"Auglaize County,  Ohio",39011,146541,150164,151331,155609,163753
2038,"Champaign County,  Ohio",39021,135438,132955,132809,140291,147633
2039,"Clinton County,  Ohio",39027,131919,129807,131862,135643,142742
2040,"Columbiana County,  Ohio",39029,115328,107035,108289,122649,129068
2041,"Coshocton County,  Ohio",39031,106085,100214,105237,104796,110280
2042,"Crawford County,  Ohio",39033,95312,89826,91767,93387,98274
2043,"Darke County,  Ohio",39037,120817,118788,120917,130255,137072
2044,"Defiance County,  Ohio",39039,119717,118264,123864,126663,133292
2045,"Fayette County,  Ohio",39047,118068,114276,118602,119902,126177
2046,"Gallia County,  Ohio",39053,104327,108295,111762,116416,122509
2047,"Guernsey County,  Ohio",39059,105096,108189,112183,121170,127512
2048,"Hancock County,  Ohio",39063,148640,140091,160908,171878,180873
2049,"Hardin County,  Ohio",39065,103337,100109,103553,111240,117061
2050,"Harrison County,  Ohio",39067,93883,92974,94503,97929,103054
2051,"Henry County,  Ohio",39069,122026,121936,128284,132262,139184
2052,"Highland County,  Ohio",39071,113781,113122,117550,124022,130513
2053,"Hocking County,  Ohio",39073,121585,124245,133335,140291,147633
2054,"Holmes County,  Ohio",39075,177102,192874,211211,220473,232011
2055,"Huron County,  Ohio",39077,127632,124665,127126,131629,138517
2056,"Jackson County,  Ohio",39079,100259,98535,99554,102894,108279
2057,"Knox County,  Ohio",39083,145661,145757,155646,164272,172869
2058,"Logan County,  Ohio",39091,131260,133479,135861,139340,146633
2059,"Marion County,  Ohio",39101,96775,103048,116497,124868,131403
2060,"Meigs County,  Ohio",39105,93333,91715,97765,100359,105611
2061,"Mercer County,  Ohio",39107,143132,144708,151647,162476,170979
2062,"Monroe County,  Ohio",39111,101358,102208,110183,116205,122287
2063,"Morgan County,  Ohio",39115,97070,94968,101554,105535,111058
2064,"Muskingum County,  Ohio",39119,122602,117949,126285,139129,146411
2065,"Noble County,  Ohio",39121,95751,95807,103553,106169,111726
2066,"Paulding County,  Ohio",39125,101028,97066,99239,102471,107835
2067,"Perry County,  Ohio",39127,100918,107560,113235,120536,126844
2068,"Pike County,  Ohio",39131,104436,105041,112078,123705,130180
2069,"Putnam County,  Ohio",39137,152697,154467,159539,164588,173202
2070,"Ross County,  Ohio",39141,123551,128967,149542,134798,141852
2071,"Sandusky County,  Ohio",39143,121036,117424,119023,121909,128290
2072,"Scioto County,  Ohio",39145,94350,106091,104921,121593,127956
2073,"Seneca County,  Ohio",39147,106525,103467,107131,112507,118396
2074,"Shelby County,  Ohio",39149,142913,144603,146385,153813,161863
2075,"Tuscarawas County,  Ohio",39157,131878,133374,148490,154341,162419
2076,"Van Wert County,  Ohio",39161,105316,103887,107763,110817,116617
2077,"Vinton County,  Ohio",39163,89046,89931,95345,96661,101720
2078,"Wayne County,  Ohio",39169,146215,156985,163959,170187,179094
2079,"Williams County,  Ohio",39171,105316,98850,103448,111345,117173
2080,"Wyandot County,  Ohio",39175,116749,116060,121865,129093,135849
2081,"Richland County,  Ohio",39139,108621,113420,124427,124615,132822
2082,"Greene County,  Ohio",39057,170071,183490,196073,201722,212962
2083,"Miami County,  Ohio",39109,154552,157506,171324,173601,183275
2084,"Montgomery County,  Ohio",39113,118943,126692,134307,133597,141041
2085,"Preble County,  Ohio",39135,123428,125511,127266,132748,140145
2086,"Jefferson County,  Ohio",39081,94544,99194,97465,104760,108218
2087,"Fulton County,  Ohio",39051,144130,140551,144093,145455,152959
2088,"Lucas County,  Ohio",39095,113048,121352,124004,130720,137464
2089,"Ottawa County,  Ohio",39123,154481,151716,156083,159980,168233
2090,"Wood County,  Ohio",39173,166962,180411,176067,181977,191365
2091,"Brown County,  Ohio",39015,128322,125634,130658,139927,147664
2092,"Butler County,  Ohio",39017,177518,177752,190267,204607,215919
2093,"Clermont County,  Ohio",39025,177411,171078,179562,205347,216700
2094,"Hamilton County,  Ohio",39061,155113,160591,170117,182096,192164
2095,"Warren County,  Ohio",39165,221897,226163,249246,264531,279156
2096,"Cuyahoga County,  Ohio",39035,133087,138339,147290,151960,159937
